Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
November 30 2021,Stafford,VA,Passenger,2,1,3,107,110,2.73
March 31 2024,Maui,HI,Passenger,1,0,1,17,18,5.56
July 31 2022,Benton,WA,Passenger,778,462,1240,135078,136318,0.91
June 30 2020,Lincoln,WA,Passenger,5,12,17,7621,7638,0.22
January 31 2019,Lewis,WA,Passenger,95,84,179,58358,58537,0.31
September 30 2017,Kent,MI,Passenger,0,1,1,37,38,2.63
February 28 2019,Jefferson,CO,Passenger,0,2,2,60,62,3.23
June 30 2024,Berkeley,SC,Passenger,2,1,3,85,88,3.41
May 31 2024,Washoe,NV,Passenger,3,0,3,46,49,6.12
September 30 2022,King,WA,Passenger,43394,11745,55139,1340864,1396003,3.95
March 31 2017,Riverside,CA,Passenger,1,1,2,842,844,0.24
April 30 2019,Jefferson,WA,Passenger,187,118,305,24882,25187,1.21
January 31 2020,Kern,CA,Passenger,0,1,1,224,225,0.44
February 28 2018,Garfield,WA,Passenger,1,0,1,1325,1326,0.08
November 30 2020,Monterey,CA,Passenger,0,2,2,166,168,1.19
February 28 2022,San Mateo,CA,Passenger,3,0,3,97,100,3.00
March 31 2017,Howard,MD,Passenger,0,2,2,90,92,2.17
August 31 2020,Vigo,IN,Passenger,1,0,1,5,6,16.67
March 31 2022,Calvert,MD,Passenger,0,2,2,83,85,2.35
March 31 2022,Pennington,SD,Passenger,2,0,2,31,33,6.06
September 30 2023,Brown,WI,Passenger,1,0,1,4,5,20.00
March 31 2018,Wahkiakum,WA,Passenger,1,2,3,2873,2876,0.10
April 30 2020,Yakima,WA,Truck,0,0,0,59499,59499,0.00
December 31 2017,Orange,CA,Passenger,3,1,4,603,607,0.66
September 30 2017,Spokane,WA,Truck,1,0,1,91157,91158,0.00
November 30 2024,Island,WA,Passenger,1672,592,2264,59741,62005,3.65
June 30 2019,Adams,WA,Passenger,5,6,11,12748,12759,0.09
March 31 2023,Island,WA,Truck,23,0,23,20975,20998,0.11
March 31 2024,Kings,CA,Passenger,5,1,6,251,257,2.33
November 30 2024,Wahkiakum,WA,Truck,7,0,7,1749,1756,0.40
February 28 2022,St. Mary's,MD,Passenger,1,0,1,216,217,0.46
December 31 2021,Klamath,OR,Passenger,1,0,1,35,36,2.78
February 28 2017,San Mateo,CA,Passenger,0,1,1,165,166,0.60
October 31 2020,Montgomery,TX,Passenger,1,0,1,53,54,1.85
February 28 2018,Northampton,PA,Passenger,0,1,1,59,60,1.67
July 31 2021,Cameron,TX,Passenger,1,0,1,22,23,4.35
October 31 2020,Albemarle,VA,Passenger,1,0,1,26,27,3.70
June 30 2024,Gwinnett,GA,Passenger,1,0,1,43,44,2.27
July 31 2023,Boulder,CO,Passenger,2,0,2,34,36,5.56
January 31 2024,Atlantic,NJ,Passenger,1,0,1,8,9,11.11
June 30 2017,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
December 31 2018,Lake,CA,Passenger,0,1,1,12,13,7.69
November 30 2022,Randolph,NC,Passenger,1,0,1,3,4,25.00
June 30 2018,Santa Clara,CA,Passenger,7,0,7,392,399,1.75
September 30 2017,Clark,NV,Passenger,2,3,5,802,807,0.62
March 31 2021,Multnomah,OR,Passenger,4,5,9,714,723,1.24
January 31 2021,Collin,TX,Passenger,2,1,3,132,135,2.22
August 31 2017,Salt Lake,UT,Passenger,1,0,1,260,261,0.38
April 30 2017,Lee,AL,Passenger,1,0,1,35,36,2.78
April 30 2024,Hillsborough,FL,Passenger,3,1,4,103,107,3.74
November 30 2019,Walla Walla,WA,Passenger,64,62,126,36259,36385,0.35
January 31 2019,Adams,WA,Truck,0,0,0,5138,5138,0.00
May 31 2024,Ventura,CA,Passenger,3,3,6,203,209,2.87
June 30 2018,Dakota,MN,Passenger,0,2,2,41,43,4.65
April 30 2019,Maui,HI,Passenger,2,0,2,47,49,4.08
February 28 2018,Fulton,GA,Passenger,1,0,1,107,108,0.93
February 29 2024,St. Mary's,MD,Passenger,4,0,4,182,186,2.15
November 30 2021,Prince George's,MD,Passenger,2,1,3,161,164,1.83
September 30 2018,DeKalb,GA,Passenger,1,0,1,81,82,1.22
August 31 2024,Tarrant,TX,Passenger,2,0,2,68,70,2.86
August 31 2020,Hillsborough,FL,Passenger,0,1,1,179,180,0.56
November 30 2024,Nassau,NY,Passenger,1,0,1,13,14,7.14
May 31 2019,Volusia,FL,Passenger,0,1,1,41,42,2.38
September 30 2023,Anchorage,AK,Passenger,1,0,1,100,101,0.99
April 30 2022,Meade,KY,Passenger,1,0,1,24,25,4.00
August 31 2018,Essex,NJ,Passenger,1,0,1,13,14,7.14
March 31 2024,Churchill,NV,Passenger,0,1,1,33,34,2.94
March 31 2019,Gwinnett,GA,Passenger,0,1,1,82,83,1.20
January 31 2021,Montgomery,AL,Passenger,1,0,1,41,42,2.38
September 30 2022,Cowlitz,WA,Truck,3,0,3,28421,28424,0.01
February 28 2023,Lincoln,WA,Truck,0,0,0,4832,4832,0.00
April 30 2020,Skagit,WA,Passenger,399,214,613,91430,92043,0.67
October 31 2021,Ventura,CA,Passenger,2,3,5,276,281,1.78
June 30 2023,Virginia Beach,VA,Passenger,3,1,4,486,490,0.82
May 31 2018,Santa Fe,NM,Passenger,0,1,1,42,43,2.33
August 31 2022,Kootenai,ID,Passenger,0,1,1,178,179,0.56
November 30 2019,DeKalb,GA,Passenger,1,0,1,87,88,1.14
February 28 2023,Hamilton,OH,Passenger,1,0,1,36,37,2.70
March 31 2022,Washoe,NV,Passenger,1,0,1,84,85,1.18
October 31 2023,Newport News,VA,Passenger,1,0,1,102,103,0.97
May 31 2021,Shelby,OH,Passenger,0,1,1,3,4,25.00
February 28 2021,Wahkiakum,WA,Passenger,8,6,14,3043,3057,0.46
December 31 2019,Benton,WA,Passenger,314,306,620,135176,135796,0.46
July 31 2020,Mason,WA,Passenger,160,130,290,47351,47641,0.61
October 31 2020,Virginia Beach,VA,Passenger,1,0,1,651,652,0.15
November 30 2022,Spokane,WA,Truck,18,0,18,101681,101699,0.02
June 30 2021,St. Louis,MO,Passenger,1,0,1,87,88,1.14
August 31 2018,Santa Fe,NM,Passenger,0,1,1,45,46,2.17
November 30 2021,Lane,OR,Passenger,0,2,2,130,132,1.52
March 31 2020,Pinellas,FL,Passenger,1,1,2,122,124,1.61
July 31 2024,Monterey,CA,Passenger,0,5,5,115,120,4.17
July 31 2022,Collier,FL,Passenger,1,0,1,16,17,5.88
February 29 2024,Denton,TX,Passenger,1,0,1,44,45,2.22
January 31 2024,Williamsburg,VA,Passenger,0,1,1,4,5,20.00
March 31 2023,Rock Island,IL,Passenger,0,1,1,12,13,7.69
August 31 2022,Marin,CA,Passenger,1,2,3,37,40,7.50
May 31 2023,Jackson,OK,Passenger,0,1,1,42,43,2.33
May 31 2017,Grays Harbor,WA,Passenger,31,30,61,44507,44568,0.14
April 30 2024,Pacific,WA,Truck,10,0,10,7793,7803,0.13
July 31 2018,Lewis,WA,Truck,0,0,0,25581,25581,0.00
October 31 2018,Kitsap,WA,Truck,1,0,1,53610,53611,0.00
January 31 2022,St. Louis,MO,Passenger,1,0,1,78,79,1.27
May 31 2020,Alexandria,VA,Passenger,2,0,2,134,136,1.47
August 31 2019,Camden,NJ,Passenger,0,1,1,23,24,4.17
October 31 2024,Anne Arundel,MD,Truck,1,0,1,36,37,2.70
August 31 2023,Kittitas,WA,Truck,10,0,10,14612,14622,0.07
March 31 2018,,,Passenger,2,2,4,430,434,0.92
January 31 2017,Skamania,WA,Truck,0,0,0,3907,3907,0.00
December 31 2021,Lincoln,WA,Truck,0,0,0,4816,4816,0.00
September 30 2023,Wake,NC,Passenger,5,0,5,96,101,4.95
September 30 2021,Saratoga,NY,Passenger,1,0,1,47,48,2.08
October 31 2018,San Mateo,CA,Passenger,1,1,2,135,137,1.46
December 31 2024,Garfield,OK,Passenger,1,0,1,15,16,6.25
June 30 2023,Hays,TX,Passenger,1,0,1,12,13,7.69
August 31 2017,Los Angeles,CA,Passenger,2,2,4,1293,1297,0.31
February 28 2018,Skagit,WA,Truck,1,0,1,31807,31808,0.00
December 31 2018,Pacific,WA,Passenger,21,25,46,15822,15868,0.29
March 31 2023,Travis,TX,Passenger,2,3,5,110,115,4.35
September 30 2019,Wahkiakum,WA,Passenger,2,3,5,3050,3055,0.16
August 31 2023,Garfield,WA,Passenger,0,3,3,1293,1296,0.23
December 31 2021,Williams,ND,Passenger,0,1,1,7,8,12.50
November 30 2017,Lumpkin,GA,Passenger,1,0,1,9,10,10.00
January 31 2022,Flathead,MT,Passenger,2,0,2,56,58,3.45
October 31 2023,Ulster,NY,Passenger,1,0,1,7,8,12.50
December 31 2019,Botetourt,VA,Passenger,1,0,1,0,1,100.00
July 31 2019,Pend Oreille,WA,Truck,0,0,0,5729,5729,0.00
May 31 2022,Duval,FL,Passenger,0,2,2,310,312,0.64
February 28 2023,Ferry,WA,Truck,0,0,0,3569,3569,0.00
April 30 2024,Kern,CA,Passenger,1,1,2,153,155,1.29
October 31 2019,Fulton,GA,Passenger,0,3,3,103,106,2.83
July 31 2019,DuPage,IL,Passenger,3,0,3,60,63,4.76
December 31 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
August 31 2023,Fulton,GA,Passenger,1,1,2,66,68,2.94
December 31 2017,Mercer,NJ,Passenger,0,1,1,15,16,6.25
September 30 2023,Anne Arundel,MD,Truck,1,0,1,42,43,2.33
May 31 2022,Clinton,PA,Passenger,1,0,1,1,2,50.00
October 31 2021,Chelan,WA,Truck,0,0,0,23052,23052,0.00
June 30 2018,Richland,SC,Passenger,0,1,1,169,170,0.59
December 31 2023,Skagit,WA,Passenger,1346,483,1829,88722,90551,2.02
January 31 2021,Norfolk,VA,Passenger,2,3,5,318,323,1.55
March 31 2021,Pacific,WA,Passenger,39,40,79,15893,15972,0.49
January 31 2017,Kitsap,WA,Passenger,556,262,818,172376,173194,0.47
July 31 2022,Collin,TX,Passenger,4,0,4,95,99,4.04
December 31 2022,Flathead,MT,Passenger,1,0,1,38,39,2.56
April 30 2023,Marin,CA,Passenger,3,2,5,40,45,11.11
August 31 2022,Bartow,GA,Passenger,0,1,1,4,5,20.00
April 30 2017,Whitman,WA,Passenger,9,19,28,21956,21984,0.13
November 30 2021,Benton,WA,Truck,0,0,0,43624,43624,0.00
December 31 2018,Grays Harbor,WA,Passenger,62,71,133,47454,47587,0.28
August 31 2017,Franklin,WA,Truck,0,0,0,18224,18224,0.00
December 31 2020,Cumberland,NC,Passenger,1,3,4,450,454,0.88
May 31 2018,Clackamas,OR,Passenger,0,1,1,237,238,0.42
July 31 2023,King,WA,Passenger,59467,14913,74380,1321207,1395587,5.33
November 30 2018,,,Passenger,3,2,5,419,424,1.18
May 31 2019,Ada,ID,Passenger,0,2,2,333,335,0.60
June 30 2022,Howard,IN,Passenger,0,1,1,4,5,20.00
September 30 2023,Suffolk,VA,Passenger,1,0,1,104,105,0.95
April 30 2019,Douglas,NE,Passenger,0,1,1,67,68,1.47
December 31 2017,Essex,MA,Passenger,1,0,1,26,27,3.70
July 31 2023,Orange,FL,Passenger,3,0,3,65,68,4.41
March 31 2020,San Mateo,CA,Passenger,1,1,2,131,133,1.50
March 31 2023,Lee,AL,Passenger,1,0,1,18,19,5.26
March 31 2019,Collier,FL,Passenger,1,0,1,23,24,4.17
July 31 2023,Fairfax,VA,Passenger,10,2,12,600,612,1.96
November 30 2023,Stevens,WA,Passenger,136,75,211,29485,29696,0.71
October 31 2019,Clark,WA,Passenger,1782,1014,2796,316808,319604,0.87
July 31 2022,Pend Oreille,WA,Passenger,18,12,30,9015,9045,0.33
August 31 2018,Virginia Beach,VA,Passenger,2,1,3,695,698,0.43
October 31 2017,Wahkiakum,WA,Truck,0,0,0,1673,1673,0.00
June 30 2021,Whatcom,WA,Passenger,1419,600,2019,150679,152698,1.32
August 31 2021,San Francisco,CA,Passenger,1,2,3,102,105,2.86
February 29 2020,Prince George's,MD,Passenger,1,1,2,180,182,1.10
October 31 2018,Sacramento,CA,Passenger,0,1,1,321,322,0.31
April 30 2018,Latah,ID,Passenger,0,1,1,84,85,1.18
July 31 2020,Sacramento,CA,Passenger,1,1,2,285,287,0.70
July 31 2023,Providence,RI,Passenger,1,0,1,20,21,4.76
March 31 2023,Yavapai,AZ,Passenger,0,1,1,28,29,3.45
November 30 2023,Rockdale,GA,Passenger,1,0,1,8,9,11.11
February 28 2021,Island,WA,Passenger,546,294,840,62681,63521,1.32
October 31 2020,Clark,NV,Passenger,4,3,7,728,735,0.95
February 29 2020,San Diego,CA,Passenger,12,4,16,2775,2791,0.57
January 31 2020,San Diego,CA,Passenger,11,5,16,2771,2787,0.57
May 31 2024,Muscogee,GA,Passenger,2,2,4,91,95,4.21
January 31 2017,Los Angeles,CA,Passenger,2,1,3,1503,1506,0.20
January 31 2022,Whatcom,WA,Passenger,1664,670,2334,149304,151638,1.54
January 31 2021,Missoula,MT,Passenger,1,0,1,70,71,1.41
January 31 2023,Palm Beach,FL,Passenger,2,1,3,56,59,5.08
May 31 2022,Pima,AZ,Passenger,1,0,1,280,281,0.36
June 30 2023,Sarasota,FL,Passenger,1,0,1,33,34,2.94
August 31 2023,Placer,CA,Passenger,2,0,2,75,77,2.60
September 30 2021,Mercer,NJ,Passenger,0,1,1,10,11,9.09
February 28 2018,Asotin,WA,Passenger,8,5,13,12578,12591,0.10
September 30 2018,Kootenai,ID,Passenger,0,2,2,223,225,0.89
October 31 2021,Walla Walla,WA,Passenger,132,81,213,36318,36531,0.58
November 30 2017,Klickitat,WA,Truck,0,0,0,7993,7993,0.00
August 31 2020,Fairfax,VA,Passenger,5,2,7,754,761,0.92
May 31 2020,Hennepin,MN,Passenger,3,0,3,101,104,2.88
March 31 2019,Portsmouth,VA,Passenger,0,1,1,76,77,1.30
April 30 2023,Denton,TX,Passenger,2,0,2,63,65,3.08
March 31 2024,Dallas,TX,Passenger,1,0,1,74,75,1.33
April 30 2021,Boone,MO,Passenger,0,1,1,10,11,9.09
June 30 2017,Hamilton,IN,Passenger,1,0,1,58,59,1.69
March 31 2023,Shasta,CA,Passenger,1,0,1,29,30,3.33
July 31 2024,Essex,NJ,Passenger,2,1,3,7,10,30.00
August 31 2022,Grays Harbor,WA,Truck,2,0,2,21184,21186,0.01
October 31 2020,Montgomery,OH,Passenger,0,1,1,49,50,2.00
November 30 2019,Chesapeake,VA,Passenger,0,1,1,449,450,0.22
September 30 2020,Fairfax,VA,Passenger,5,2,7,744,751,0.93
June 30 2019,Pacific,WA,Truck,0,0,0,7648,7648,0.00
August 31 2020,Skagit,WA,Truck,1,0,1,32618,32619,0.00
June 30 2019,Goochland,VA,Passenger,1,1,2,266,268,0.75
March 31 2022,Lane,OR,Passenger,0,2,2,123,125,1.60
March 31 2018,Gwinnett,GA,Passenger,0,1,1,84,85,1.18
March 31 2020,Jefferson,CO,Passenger,0,1,1,58,59,1.69
October 31 2024,Meade,KY,Passenger,1,0,1,19,20,5.00
May 31 2020,Hillsborough,FL,Passenger,0,1,1,189,190,0.53
June 30 2019,Suffolk,MA,Passenger,0,1,1,40,41,2.44
August 31 2021,Sumter,SC,Passenger,0,1,1,36,37,2.70
December 31 2018,Carson City,NV,Passenger,1,0,1,15,16,6.25
November 30 2024,Sarasota,FL,Passenger,1,0,1,14,15,6.67
March 31 2018,Lincoln,WA,Passenger,2,6,8,7576,7584,0.11
March 31 2022,Klickitat,WA,Truck,0,0,0,8298,8298,0.00
September 30 2017,Douglas,WA,Passenger,35,29,64,26922,26986,0.24
December 31 2019,Thurston,WA,Truck,0,0,0,55683,55683,0.00
January 31 2024,Richmond,GA,Passenger,0,1,1,54,55,1.82
April 30 2023,Prince George,VA,Passenger,1,0,1,47,48,2.08
October 31 2021,Palm Beach,FL,Passenger,1,1,2,70,72,2.78
November 30 2023,Charles,MD,Passenger,2,1,3,55,58,5.17
June 30 2022,Hamilton,OH,Passenger,1,0,1,36,37,2.70
September 30 2021,Carroll,MD,Passenger,0,1,1,18,19,5.26
February 28 2019,Nantucket,MA,Passenger,1,0,1,4,5,20.00
February 29 2024,Grays Harbor,WA,Truck,18,0,18,20764,20782,0.09
August 31 2017,Clark,NV,Passenger,2,3,5,823,828,0.60
February 28 2022,Stevens,WA,Passenger,59,47,106,30039,30145,0.35
October 31 2020,Honolulu,HI,Passenger,5,3,8,481,489,1.64
October 31 2021,Frederick,MD,Passenger,1,1,2,69,71,2.82
December 31 2022,Carroll,NH,Passenger,0,1,1,4,5,20.00
May 31 2021,Plaquemines,LA,Passenger,0,1,1,18,19,5.26
September 30 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
March 31 2019,Lincoln,WA,Passenger,3,6,9,7730,7739,0.12
May 31 2017,Snohomish,WA,Truck,1,0,1,121852,121853,0.00
December 31 2019,Lake,IL,Passenger,1,0,1,174,175,0.57
September 30 2020,Cowlitz,WA,Truck,0,0,0,28922,28922,0.00
May 31 2022,Snohomish,WA,Truck,6,0,6,124008,124014,0.00
August 31 2021,Clark,WA,Truck,0,0,0,84109,84109,0.00
January 31 2021,Pierce,WA,Truck,0,0,0,144745,144745,0.00
October 31 2019,Maui,HI,Passenger,2,0,2,44,46,4.35
June 30 2017,Dakota,MN,Passenger,0,1,1,39,40,2.50
April 30 2022,Greene,MO,Passenger,0,1,1,31,32,3.12
August 31 2021,Hamilton,IN,Passenger,2,0,2,36,38,5.26
September 30 2017,King,WA,Passenger,10648,4315,14963,1371936,1386899,1.08
August 31 2020,Clark,WA,Passenger,2137,1074,3211,318034,321245,1.00
October 31 2018,Mason,WA,Passenger,101,105,206,46335,46541,0.44
February 28 2023,Cumberland,NC,Passenger,1,4,5,360,365,1.37
October 31 2023,Columbia,WA,Passenger,12,0,12,2421,2433,0.49
September 30 2023,Harris,TX,Passenger,2,2,4,161,165,2.42
February 28 2017,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
April 30 2020,Columbia,OR,Passenger,1,0,1,25,26,3.85
December 31 2023,Charleston,SC,Passenger,0,2,2,53,55,3.64
November 30 2023,Cameron,TX,Passenger,1,0,1,15,16,6.25
September 30 2020,Asotin,WA,Truck,0,0,0,6691,6691,0.00
January 31 2024,San Juan,WA,Truck,30,0,30,5904,5934,0.51
January 31 2021,Hudson,NJ,Passenger,1,0,1,43,44,2.27
March 31 2022,Middlesex,MA,Passenger,1,0,1,100,101,0.99
February 28 2022,Frederick,MD,Passenger,1,1,2,69,71,2.82
June 30 2022,Carroll,NH,Passenger,0,1,1,4,5,20.00
December 31 2022,Galveston,TX,Passenger,1,1,2,21,23,8.70
May 31 2024,Caddo,LA,Passenger,2,0,2,11,13,15.38
January 31 2023,Carroll,MD,Passenger,0,1,1,21,22,4.55
May 31 2023,Thurston,WA,Passenger,3024,1201,4225,189767,193992,2.18
November 30 2017,Kittitas,WA,Passenger,35,24,59,28258,28317,0.21
August 31 2023,Grays Harbor,WA,Truck,9,0,9,20869,20878,0.04
January 31 2024,Kittitas,WA,Passenger,486,121,607,29425,30032,2.02
November 30 2024,Garfield,WA,Truck,0,0,0,976,976,0.00
January 31 2021,Kings,NY,Passenger,1,0,1,70,71,1.41
August 31 2021,Clark,NV,Passenger,6,3,9,680,689,1.31
March 31 2024,Kitsap,WA,Truck,125,0,125,51533,51658,0.24
July 31 2022,Douglas,WA,Truck,1,0,1,12740,12741,0.01
August 31 2019,Santa Clara,CA,Passenger,5,2,7,382,389,1.80
May 31 2018,Hardin,KY,Passenger,0,1,1,115,116,0.86
May 31 2024,Middlesex,MA,Passenger,3,0,3,78,81,3.70
December 31 2019,Camden,NJ,Passenger,0,2,2,20,22,9.09
April 30 2023,Yavapai,AZ,Passenger,0,1,1,26,27,3.70
April 30 2020,Santa Cruz,CA,Passenger,1,0,1,41,42,2.38
October 31 2023,St. Lawrence,NY,Passenger,1,2,3,5,8,37.50
November 30 2024,St. Charles,MO,Passenger,1,0,1,22,23,4.35
December 31 2020,El Paso,CO,Passenger,3,1,4,720,724,0.55
November 30 2022,Richland,SC,Passenger,0,1,1,131,132,0.76
May 31 2019,Spokane,WA,Passenger,529,416,945,310761,311706,0.30
July 31 2018,San Juan,WA,Truck,0,0,0,5728,5728,0.00
September 30 2017,Monterey,CA,Passenger,0,2,2,199,201,1.00
May 31 2019,Douglas,NE,Passenger,0,1,1,67,68,1.47
September 30 2017,Volusia,FL,Passenger,0,1,1,44,45,2.22
May 31 2021,Columbia,OR,Passenger,1,0,1,19,20,5.00
November 30 2021,Island,WA,Passenger,701,340,1041,62662,63703,1.63
June 30 2018,Pacific,WA,Passenger,17,20,37,15561,15598,0.24
January 31 2017,Pend Oreille,WA,Passenger,1,4,5,9344,9349,0.05
January 31 2020,Island,WA,Truck,1,0,1,21335,21336,0.00
April 30 2023,New London,CT,Passenger,1,4,5,190,195,2.56
October 31 2020,Essex,MA,Passenger,1,0,1,22,23,4.35
October 31 2019,Alameda,CA,Passenger,4,1,5,313,318,1.57
November 30 2024,Santa Barbara,CA,Passenger,1,0,1,51,52,1.92
February 28 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
May 31 2023,Sussex,NJ,Passenger,1,0,1,2,3,33.33
July 31 2017,Santa Clara,CA,Passenger,5,2,7,413,420,1.67
May 31 2023,Allegheny,PA,Passenger,1,0,1,64,65,1.54
June 30 2020,Sussex,NJ,Passenger,1,0,1,3,4,25.00
June 30 2023,Yakima,WA,Passenger,501,257,758,165946,166704,0.45
November 30 2020,Jefferson,WA,Passenger,277,154,431,24699,25130,1.72
November 30 2020,Williams,ND,Passenger,0,1,1,9,10,10.00
May 31 2022,El Paso,CO,Passenger,3,4,7,649,656,1.07
March 31 2022,Oldham,KY,Passenger,0,1,1,5,6,16.67
September 30 2021,Rockdale,GA,Passenger,1,0,1,7,8,12.50
March 31 2021,Santa Cruz,CA,Passenger,1,0,1,31,32,3.12
September 30 2021,Manassas,VA,Passenger,0,1,1,7,8,12.50
December 31 2022,Washington,OR,Passenger,1,0,1,319,320,0.31
February 28 2017,Nassau,NY,Passenger,0,1,1,39,40,2.50
February 29 2024,Chatham,NC,Passenger,1,0,1,4,5,20.00
February 28 2021,Kootenai,ID,Passenger,0,1,1,219,220,0.45
July 31 2019,Harnett,NC,Passenger,1,1,2,217,219,0.91
June 30 2024,Garfield,WA,Truck,0,0,0,1001,1001,0.00
July 31 2024,Saratoga,NY,Passenger,1,1,2,33,35,5.71
December 31 2023,Garfield,OK,Passenger,1,0,1,18,19,5.26
February 28 2023,Asotin,WA,Passenger,30,20,50,12386,12436,0.40
March 31 2021,Skagit,WA,Passenger,541,259,800,91507,92307,0.87
October 31 2022,Lewis,WA,Passenger,259,182,441,59766,60207,0.73
June 30 2022,New London,CT,Passenger,2,5,7,196,203,3.45
December 31 2018,Jefferson,CO,Passenger,0,2,2,61,63,3.17
September 30 2019,Rogers,OK,Passenger,1,0,1,9,10,10.00
February 28 2023,Providence,RI,Passenger,1,0,1,20,21,4.76
December 31 2019,Orange,CA,Passenger,7,2,9,542,551,1.63
August 31 2017,Deschutes,OR,Passenger,1,0,1,206,207,0.48
August 31 2023,Saratoga,NY,Passenger,1,1,2,41,43,4.65
January 31 2021,DeKalb,IN,Passenger,1,0,1,0,1,100.00
November 30 2018,San Juan,WA,Truck,0,0,0,5805,5805,0.00
April 30 2023,Carroll,MD,Passenger,0,1,1,22,23,4.35
February 28 2021,Franklin,WA,Truck,0,0,0,20500,20500,0.00
April 30 2022,Duval,FL,Passenger,0,2,2,314,316,0.63
August 31 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
August 31 2020,Williams,ND,Passenger,0,1,1,10,11,9.09
May 31 2021,Chatham,NC,Passenger,1,0,1,6,7,14.29
July 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
January 31 2018,Snohomish,WA,Passenger,2072,1084,3156,517931,521087,0.61
April 30 2018,Pacific,WA,Passenger,14,19,33,15478,15511,0.21
May 31 2018,Okanogan,WA,Passenger,8,19,27,25869,25896,0.10
May 31 2018,Whitman,WA,Passenger,19,27,46,22571,22617,0.20
January 31 2021,Grays Harbor,WA,Truck,0,0,0,21231,21231,0.00
September 30 2018,St. Clair,IL,Passenger,0,1,1,163,164,0.61
June 30 2024,Adams,CO,Passenger,1,0,1,26,27,3.70
March 31 2017,Pima,AZ,Passenger,0,2,2,467,469,0.43
August 31 2019,Multnomah,OR,Passenger,5,6,11,784,795,1.38
March 31 2020,Bexar,TX,Passenger,1,5,6,661,667,0.90
February 29 2024,Montgomery,MD,Passenger,7,1,8,179,187,4.28
June 30 2023,Lincoln,WA,Truck,0,0,0,4845,4845,0.00
April 30 2023,Madison,IL,Passenger,2,0,2,18,20,10.00
December 31 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
April 30 2023,Allegheny,PA,Passenger,1,0,1,65,66,1.52
October 31 2024,Pierce,WA,Passenger,12736,3855,16591,513392,529983,3.13
February 29 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
September 30 2017,Riverside,CA,Passenger,1,2,3,770,773,0.39
October 31 2017,Skamania,WA,Passenger,10,7,17,8569,8586,0.20
May 31 2019,Duval,FL,Passenger,1,2,3,378,381,0.79
April 30 2023,Contra Costa,CA,Passenger,1,2,3,191,194,1.55
February 29 2024,Contra Costa,CA,Passenger,3,0,3,152,155,1.94
September 30 2024,Cuyahoga,OH,Passenger,1,0,1,37,38,2.63
December 31 2018,Allegheny,PA,Passenger,1,0,1,88,89,1.12
August 31 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
January 31 2021,Calvert,MD,Passenger,0,2,2,88,90,2.22
June 30 2023,Norfolk,MA,Passenger,1,0,1,23,24,4.17
August 31 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
June 30 2022,Wilson,TX,Passenger,0,1,1,3,4,25.00
September 30 2021,Clark,WA,Passenger,3150,1481,4631,321443,326074,1.42
September 30 2021,Skagit,WA,Passenger,642,290,932,91562,92494,1.01
December 31 2021,Ferry,WA,Passenger,14,3,17,4440,4457,0.38
September 30 2020,Placer,CA,Passenger,2,0,2,97,99,2.02
March 31 2017,Montgomery,MD,Passenger,1,0,1,310,311,0.32
May 31 2020,Larimer,CO,Passenger,1,0,1,52,53,1.89
August 31 2020,New Haven,CT,Passenger,0,2,2,34,36,5.56
December 31 2023,Lee,AL,Passenger,1,0,1,14,15,6.67
April 30 2022,Mason,WA,Passenger,291,170,461,47446,47907,0.96
November 30 2022,Anne Arundel,MD,Passenger,3,3,6,322,328,1.83
August 31 2023,Douglas,CO,Passenger,0,2,2,63,65,3.08
July 31 2020,Ramsey,MN,Passenger,1,0,1,47,48,2.08
June 30 2019,Contra Costa,CA,Passenger,2,1,3,376,379,0.79
March 31 2021,Kittitas,WA,Passenger,145,55,200,29870,30070,0.67
May 31 2018,,,Passenger,3,2,5,421,426,1.17
December 31 2019,Cowlitz,WA,Truck,0,0,0,29027,29027,0.00
October 31 2023,Berkeley,SC,Passenger,2,1,3,109,112,2.68
July 31 2021,New London,CT,Passenger,1,2,3,218,221,1.36
February 29 2020,Harford,MD,Passenger,0,1,1,62,63,1.59
April 30 2019,Okanogan,WA,Passenger,20,22,42,26013,26055,0.16
August 31 2019,,,Passenger,6,2,8,411,419,1.91
June 30 2017,Arlington,VA,Passenger,1,1,2,179,181,1.10
May 31 2022,Hudson,NJ,Passenger,2,0,2,41,43,4.65
April 30 2023,Escambia,FL,Passenger,0,1,1,139,140,0.71
May 31 2024,Pulaski,AR,Passenger,1,0,1,22,23,4.35
February 28 2022,Eagle,CO,Passenger,1,0,1,6,7,14.29
February 29 2020,Walla Walla,WA,Truck,0,0,0,13696,13696,0.00
